Time(ms),AccX(g),ΔAccX,AccY(g),ΔAccY,AccZ(g),ΔAccZ,GyrX(d/s),ΔGyrX,GyrY(d/s),ΔGyrY,GyrZ(d/s),ΔGyrZ,Fall
34138,31.1,-24,1.4,-30,1.32,66,34.15,32,43.72,-67,74.39,59,True
34242,31.2,-5,31.52,-16,0.98,-62,36.1,0,3859.02,-20,43.17,58,True
34347,31.25,-6,31.68,52,31.91,-21,36.1,-32,3879.33,-1,3993.11,46,True
34452,30.36,176,0.46,48,31.91,32,36.1,-32,3993.72,35,3971.89,-17,True
34557,31.13,17,0.22,2,0.45,-20,35.12,0,3969.76,13,33.23,140,True
34662,31.16,-6,0.27,9,0.03,9,35.12,0,50.12,-1,41.16,-17,True
34767,31.02,-3,0.4,6,0.15,5,35.12,0,5.85,-13,3976.89,4,True
34872,31.15,7,0.34,1,0.17,4,35.12,32,3981.04,1,3992.62,-7,True
34977,31.08,-12,0.28,13,0.19,14,35.12,-32,3986.59,1,3980.24,5,True
35081,31.04,1,0.27,0,0.23,-12,35.12,0,3980.85,-1,3956.28,-19,True
35186,31.11,-11,0.1,7,0.27,33,35.12,-32,3979.45,5,3952.2,13,True
35291,31.17,17,0.04,-14,0.23,21,36.1,0,5.85,0,3983.72,1,True
35396,31.41,11,0.21,8,0.22,-2,34.15,0,3991.4,17,3947.2,28,True
35501,31.71,10,0.54,18,0.1,-13,37.07,-16,70.49,34,3981.16,52,True
35606,29.76,88,2.2,-173,1.29,-140,35.12,16,3955.0,-41,3951.34,7,True
35710,31.37,12,0.85,2,0.59,-56,33.17,16,4.94,-23,19.57,47,True
35815,31.67,-2,0.52,7,0.33,0,33.17,48,3983.96,7,11.71,31,True
35920,31.27,-11,0.63,9,0.38,-8,33.17,32,3995.12,1,55.98,0,True
36025,31.29,34,0.32,-23,0.4,4,35.12,32,61.83,-7,5.12,24,True
36130,31.14,3,0.32,-33,0.22,51,35.12,32,3987.93,-16,3980.0,-34,True
36235,31.32,14,0.56,16,0.35,8,36.1,-16,3990.67,-3,3965.61,13,True
36340,31.33,10,0.56,-12,0.38,-3,36.1,-16,3986.46,0,3980.3,0,True
36445,31.33,-5,0.54,-5,0.38,10,34.15,0,3993.66,5,1.46,3,True
36550,31.33,2,0.51,10,0.36,-2,36.1,-32,0.79,1,0.18,4,True
36655,31.34,-8,0.53,-6,0.36,8,36.1,0,3.41,1,3.84,0,True
36760,31.33,-5,0.53,-9,0.35,21,35.12,16,0.91,-2,3.9,2,True
36865,31.31,19,0.52,-5,0.35,6,35.12,16,3995.61,-3,3991.77,-2,True
36970,31.53,36,0.36,-16,0.21,-26,35.12,0,21.16,16,3990.91,-8,True
37075,31.35,-7,0.67,-16,0.34,19,37.07,-32,19.63,-11,3990.0,-1,True
37180,31.37,-21,0.64,2,0.28,7,37.07,-32,20.12,-6,14.39,-12,True
37284,31.41,-22,0.66,8,0.3,18,35.12,32,9.02,7,2.01,10,True
37389,31.4,-1,0.77,8,0.22,5,36.1,-16,23.78,2,30.12,4,True
37494,31.33,11,0.92,29,0.14,-6,36.1,0,15.06,-13,22.32,-17,True
37599,31.3,0,1.06,-39,31.82,-38,36.1,-32,3973.23,13,92.07,30,True
37703,31.66,-10,0.85,-54,31.8,-2,34.15,32,53.05,22,41.04,-2,True
37808,31.36,-8,0.76,4,31.88,20,36.1,32,54.15,-2,3952.68,-19,True
37913,31.31,37,0.73,-29,0.05,19,36.1,0,43.54,-2,3981.71,30,True
38018,31.23,22,0.61,3,0.04,14,34.15,32,31.16,-6,3985.24,-6,True
38123,31.28,28,0.57,-7,31.96,7,35.12,16,10.55,2,3982.13,-5,True
38228,31.2,20,0.46,-8,31.91,-24,37.07,-48,3994.94,-1,8.23,-4,True
38333,31.05,-18,0.42,-19,31.85,2,35.12,-32,3.54,-1,25.24,-24,True
38438,31.0,1,0.4,6,0.14,0,35.12,32,3988.72,-11,3980.49,-25,True
38543,31.37,25,31.66,-4,0.15,16,35.12,-32,3894.76,-42,3893.78,-35,True
38648,31.82,-6,31.42,-14,31.33,-54,35.12,0,3821.89,8,112.74,52,True
38753,31.47,79,31.07,20,30.67,-47,35.12,0,3848.48,11,116.34,-137,True
38858,31.67,24,31.62,1,31.22,8,34.15,48,3965.3,-14,225.12,-135,True
38963,31.94,6,31.56,26,30.79,-8,34.15,32,3968.66,5,33.72,0,True
39068,31.95,5,31.64,7,30.87,12,34.15,0,3982.8,11,22.32,-7,True
39173,31.98,-12,31.6,-20,30.89,35,36.1,-32,18.29,13,42.56,4,True
39278,0.1,14,31.57,-18,30.95,4,36.1,0,9.76,3,29.82,-2,True
39383,0.16,5,31.61,-12,30.98,-3,37.07,-32,0.0,0,3.29,-2,True
39488,0.12,-2,31.62,0,30.95,-3,35.12,0,3994.76,-3,3983.05,-2,True
39593,32.0,-65514,31.65,-27,30.85,-14,35.12,0,15.85,7,3941.95,-32,True
39698,31.94,5,31.51,4,30.94,-3,36.1,0,51.46,2,3922.07,12,True
39803,31.87,3,31.47,-6,31.04,-1,36.1,-32,55.98,-7,3952.07,27,True
39908,31.85,10,31.4,-1,31.18,24,36.1,-32,41.16,-4,3985.0,14,True
40013,0.09,3,31.1,-5,31.21,27,32.2,0,19.7,-16,3985.37,-5,True
40121,31.89,12,31.07,15,31.08,-15,35.12,-32,3978.23,-5,3890.67,22,True
40227,31.51,13,31.73,3,31.21,-2,33.17,16,3957.01,0,3854.21,15,True
40332,31.29,-27,31.97,-40,31.55,-4,35.12,-32,3972.26,8,3864.82,7,True
40437,31.11,1,0.02,29,31.86,28,35.12,0,3984.82,-5,3915.98,15,True
40542,31.13,4,0.24,-2,31.94,-20,36.1,16,3964.51,-8,3929.7,5,True
40647,31.36,-7,0.32,3,31.81,13,36.1,-32,3972.8,5,3953.66,5,True
40752,31.27,-8,0.52,14,31.97,15,34.15,32,3982.44,-2,3918.29,-20,True
40857,0.08,-37,1.01,25,31.7,66,34.15,32,47.07,-16,3987.5,50,True
40962,30.58,-99,1.02,2,0.58,-85,33.17,16,3992.93,-14,101.52,-220,True
41067,0.55,278,1.33,28,31.67,131,35.12,16,3993.6,7,3760.49,47,True
41172,31.91,59,1.26,21,0.19,5,33.17,0,3988.96,-16,3934.63,-17,True
41277,0.17,21,0.99,-21,0.18,-13,35.12,0,3960.06,-3,3994.76,-1,True
41382,0.52,-7,0.48,-37,0.33,8,34.15,-16,3973.84,12,37.93,16,True
41487,0.43,-28,0.89,41,0.29,30,34.15,0,20.61,4,28.11,29,True
41592,30.68,102,1.21,139,0.34,126,34.15,-32,3939.09,-48,164.21,-156,True
41697,31.52,-34,0.82,0,0.57,-3,34.15,0,3968.41,-42,14.39,17,True
41801,31.33,-99,0.68,-64,0.41,9,33.17,16,3907.13,-22,90.79,94,True
41906,30.65,49,0.32,-21,0.07,-12,37.07,-48,3986.95,34,66.59,-69,True
42011,31.28,4,0.15,10,31.75,-1,35.12,-32,98.9,23,4.94,-14,True
42116,31.33,28,0.56,17,31.71,6,33.17,32,98.23,-1,3994.7,-1,True
42221,31.56,2,0.82,-18,31.98,-5,33.17,32,112.07,-1,108.84,9,True
42326,31.52,-33,0.61,25,0.0,65476,34.15,16,76.1,-8,177.38,141,True
42431,30.86,-2,0.71,3,31.98,4,32.2,64,36.59,-6,58.66,21,True
42536,31.14,5,0.47,-8,31.88,-52,36.1,0,3.78,0,3975.98,-17,True
42641,31.07,-31,0.64,33,31.34,-68,36.1,-32,13.6,32,3990.55,59,True
42746,30.82,7,0.38,-38,31.08,63,34.15,0,166.77,43,32.56,-21,True
42851,30.99,-13,31.67,5,31.6,34,33.17,0,232.56,8,3989.02,-33,True
42956,31.39,32,31.66,-9,31.84,16,33.17,32,213.66,-17,3995.98,-48,True
43061,31.35,14,31.45,-4,31.89,4,36.1,-16,149.76,-5,3972.13,34,True
43166,31.34,1,31.36,-10,31.94,-5,34.15,-32,120.37,-3,140.91,-26,True
43270,31.32,2,31.16,17,0.03,7,34.15,-32,77.01,5,89.09,-61,True
43375,31.4,10,31.42,11,0.02,18,33.17,16,54.27,-5,27.01,76,True
43480,31.23,-12,31.23,3,31.94,15,33.17,48,18.9,10,3988.96,-19,True
43585,31.39,80,31.9,3,0.07,-33,33.17,32,3892.5,-37,3835.73,-25,True
43690,31.63,-16,31.91,-53,31.8,16,34.15,16,3676.16,-36,3735.12,-24,True
43795,31.02,-115,31.71,95,31.49,221,36.1,-32,3762.13,83,3647.87,34,True
43899,30.28,217,0.82,-50,0.97,-29,34.15,32,3894.94,-41,3928.96,206,True
44004,30.85,43,31.97,-11,0.17,-4,34.15,0,3860.12,5,43.48,51,True
44109,31.6,-54,0.07,-106,0.02,65317,34.15,0,3975.43,80,39.33,63,True
44219,31.37,46,0.16,20,31.94,-31,32.2,64,7.99,22,8.35,7,True
44324,31.28,11,0.46,6,0.15,-21,34.15,-16,1.89,-9,3991.59,-13,True
44429,31.1,3,0.39,2,0.08,6,34.15,16,3991.95,2,15.12,-7,True
44534,31.17,-9,0.38,5,0.09,-22,32.2,32,3990.49,-2,0.49,8,True
44639,31.11,17,0.39,5,0.08,26,34.15,0,3988.17,3,3985.06,-4,True
44744,31.13,-22,0.36,9,0.12,-6,34.15,0,3982.74,-3,3980.67,2,True
44849,31.06,-8,0.31,4,0.19,4,32.2,0,3968.66,-6,3953.17,-19,True
44954,31.11,-5,0.06,-34,0.17,-1,34.15,0,3957.26,2,3928.29,-8,True
45059,31.12,-4,0.1,3,0.16,-8,35.12,-16,18.17,-2,3980.91,-23,True
45164,31.41,-11,0.73,11,0.35,26,35.12,-32,87.5,6,3993.6,-31,True
45269,0.3,57,0.73,110,31.85,40,33.17,0,139.09,27,3966.46,46,True
45374,31.29,-134,0.2,130,0.51,151,33.17,32,3978.48,16,3950.06,46,True
45479,31.54,47,0.48,-31,0.49,-11,36.1,-48,3.96,22,12.5,31,True
45584,31.27,-7,0.59,11,0.38,-22,34.15,16,8.96,-13,52.2,-30,True
45689,31.09,-27,0.41,27,0.39,17,34.15,0,3973.11,11,8.54,-10,True
45794,31.28,-21,0.28,10,0.4,-38,36.1,-32,32.38,-14,11.46,32,True
45898,31.22,-12,0.29,17,0.31,2,36.1,-32,2.5,3,3972.8,-6,True
46003,31.24,-7,0.38,6,0.35,-11,32.2,64,4.15,4,3990.18,0,True
46108,31.37,2,0.33,-21,0.34,38,32.2,32,10.0,7,12.62,7,True
46213,31.12,-11,0.54,1,0.29,26,32.2,32,22.13,4,7.13,-34,True
46318,31.13,19,0.58,8,0.38,0,36.1,-64,18.11,6,3991.46,6,True
46423,31.18,37,0.65,-10,0.26,3,34.15,0,26.52,-9,17.2,-27,True
46528,31.23,25,0.62,7,0.2,-18,34.15,32,5.43,-2,2.93,-12,True
46633,31.21,-6,0.62,31,0.21,-15,34.15,0,4.09,-7,11.52,3,True
46737,31.32,11,0.69,2,0.17,38,32.2,32,3993.11,4,2.93,11,True
46842,31.34,-34,0.87,28,0.05,-18,34.15,32,40.85,18,171.22,32,True
46946,31.04,29,0.55,-9,31.97,-54,34.15,0,8.96,5,86.4,1,True
47051,31.33,0,0.18,-10,31.78,-2,32.2,0,19.02,2,15.73,-39,True
47156,31.71,-11,31.46,-35,31.56,42,34.15,-32,41.22,19,122.32,46,True
47261,31.86,-47,30.99,14,31.27,4,32.2,32,99.76,83,254.39,79,True
47365,31.58,-86,31.47,8,31.33,99,34.15,0,194.51,18,242.99,-12,True
47470,30.76,-62,31.41,-19,31.61,70,34.15,0,72.62,10,74.76,-63,True
47575,31.33,31,31.26,9,31.46,-13,34.15,-32,3992.68,13,3970.24,-21,True
47680,31.33,-13,31.31,-17,31.5,5,34.15,0,6.95,-3,2.99,-21,True
47785,31.45,3,31.33,12,31.55,-1,34.15,-32,3986.34,-5,3991.34,3,True
47890,31.43,4,31.34,-3,31.56,-6,33.17,32,3972.93,-3,14.15,-3,True
47995,31.43,1,31.32,-2,31.52,14,35.12,0,3968.48,-5,19.39,3,True
48100,31.44,5,31.35,7,31.48,0,33.17,0,3957.68,-1,25.18,-3,True
48205,31.43,-13,31.45,4,31.42,-24,35.12,-32,3944.45,-8,26.65,-9,True
48315,31.57,4,31.57,-3,31.36,9,33.17,16,3910.3,-8,46.28,3,True
48420,31.49,-9,31.74,5,31.1,-13,34.15,0,3887.26,3,53.78,-7,True
48525,31.72,7,0.07,-5,31.02,-14,34.15,0,3869.33,-6,83.78,15,True
48630,31.65,406,0.34,102,30.54,-9,32.2,32,3826.52,-124,3753.9,432,True
48734,31.27,54,0.53,9,30.48,66,32.2,32,3904.39,36,47.74,-20,True
48839,31.88,39,0.52,-47,31.2,108,34.15,0,3975.85,23,50.61,-26,True
48944,31.74,0,0.4,17,31.11,-43,34.15,0,103.54,-8,3932.13,-12,True
49049,31.53,-31,0.23,6,30.99,12,32.2,0,57.13,-44,3890.98,9,True
49153,31.4,6,0.1,4,31.11,3,34.15,0,3993.11,-6,3963.54,13,True
49258,31.44,11,0.23,-7,31.15,-11,32.2,32,3979.94,12,21.1,8,True
49363,31.46,9,0.31,-2,31.06,-10,33.17,16,3993.35,4,7.8,-7,True
49468,31.47,-4,0.25,-8,31.13,-7,33.17,16,1.34,-1,3989.21,3,True
49573,31.48,36,0.28,-13,31.14,-13,34.15,-48,3943.41,3,3955.67,-18,True
49678,31.3,-13,0.42,9,31.01,12,34.15,-16,3977.01,3,3983.9,-34,True
49783,31.38,7,0.44,22,31.21,-19,32.2,32,3985.61,-10,3969.33,0,True
49888,31.42,3,0.47,26,31.23,12,32.2,32,3971.77,6,3965.49,-49,True
49992,31.38,-36,0.55,45,31.23,-20,32.2,32,5.06,8,3992.8,34,True
50097,31.51,29,0.58,-8,31.13,-57,34.15,0,3987.2,2,36.83,8,True
50202,31.35,-94,0.86,28,30.81,118,33.17,16,127.74,25,3983.05,-55,True
50307,31.58,-23,0.41,0,30.92,46,33.17,16,241.4,-2,3989.82,8,True
50412,31.61,-41,31.62,-20,31.47,30,33.17,0,146.22,-14,3971.59,-23,True
50517,31.42,-63,31.61,30,31.67,244,33.17,0,106.46,-136,225.73,84,True
50622,31.27,-2,31.32,-17,31.46,-12,33.17,0,4.51,13,3979.51,27,True
50727,31.23,11,31.46,-2,31.31,55,33.17,0,47.01,12,3965.18,-2,True
50832,31.35,20,31.52,-4,31.63,-15,32.2,-16,12.07,-10,3970.24,11,True
50937,31.32,1,31.43,3,31.54,16,32.2,16,3990.06,0,1.04,12,True
51042,31.36,15,31.45,13,31.55,-19,32.2,32,3981.83,-6,12.01,7,True
51147,31.35,-8,31.48,-7,31.53,-7,32.2,0,3971.77,-5,22.68,14,True
51251,31.33,17,31.48,14,31.51,32,34.15,0,3968.72,-5,31.89,2,True
51356,31.46,-33,31.59,-1,31.45,-6,34.15,-32,3961.4,5,52.5,11,True
51461,31.44,23,31.68,6,31.36,-17,34.15,-32,3942.38,-13,79.09,-3,True
51566,31.6,8,31.76,6,31.15,15,33.17,-16,3901.16,3,97.07,8,True
51671,31.71,0,31.98,18,31.19,40,33.17,16,3869.09,-18,96.52,-20,True
51776,31.92,-64352,0.38,1134,30.51,2316,33.17,0,3919.09,1073,3994.02,-1416,True
51880,31.81,-3,0.39,70,30.75,38,33.17,-16,3879.33,-1,72.2,22,True
51985,0.09,19,0.45,-35,31.47,9,33.17,0,3951.28,49,16.59,-52,True
52090,31.97,-8,0.54,27,31.06,-70,33.17,32,102.99,51,3959.82,-1,True
52195,31.8,-38,0.19,27,31.08,-70,31.22,32,123.35,-59,3897.01,49,True
52300,31.5,53,0.19,-34,30.72,86,35.12,-32,3.72,22,3968.11,6,True
52405,31.69,-6,0.15,9,31.09,-23,33.17,0,3987.8,-5,20.12,12,True
52510,31.69,21,0.23,22,30.92,-16,34.15,16,3985.37,-2,14.57,-8,True
52614,31.77,23,0.19,-3,31.07,7,32.2,16,3981.89,-4,6.1,-6,True
52719,31.67,-5,0.31,5,30.81,50,32.2,16,3976.71,-7,3977.26,17,True
52824,31.69,19,0.35,-20,30.88,2,32.2,-32,3971.65,7,1.1,-8,True
52929,31.67,-48,0.4,55,30.91,-136,32.2,0,3949.15,-69,3970.91,76,True
53034,31.67,23,0.4,-7,31.11,-15,32.2,32,3972.44,-7,3987.44,6,True
53139,31.86,-31,0.69,41,30.88,-18,32.2,0,3965.61,-13,41.1,89,True
53243,31.75,-132,0.5,-7,30.67,169,34.15,0,121.04,11,3988.78,-95,True
