Time(ms),AccX(g),ΔAccX,AccY(g),ΔAccY,AccZ(g),ΔAccZ,GyrX(d/s),ΔGyrX,GyrY(d/s),ΔGyrY,GyrZ(d/s),ΔGyrZ
106231,31.45, 8,31.10, 2,31.67, 6,29.27, 0,3960.18,20,3820.55,-52
106336,31.79,-14,31.33,22,31.68, 9,29.27, 0,82.50,11,48.96,85
106441,31.48,35,31.63, 6,0.16,-3,30.24,16,3894.70,-50,3899.82, 5
106545,31.70,16,31.76, 8,31.92, 6,30.24,-16,3790.67,21,3883.11,116
106650,31.28,13,0.40,23,31.66,-22,28.29,16,3821.89,28,110.12,81
106754,31.26,-5,2.35, 9,31.36,-17,28.29,16,3682.62,10,106.77,-175
106859,31.31,-34,1.17,25,0.02,-14,28.29,32,3942.62,-20,124.82,22
106964,31.20,26,1.01,17,31.60,13,26.34,32,3922.62,42,19.63,16
107069,31.36,13,0.93,-5,31.67,-13,30.24,-32,3979.51, 7,18.66,-40
107174,31.63, 1,0.93, 5,31.69,20,28.29, 0,33.17, 5,3989.27,-19
107279,31.73,-2,0.91,15,31.64,18,29.27,-48,50.12,14,3919.63, 1
107383,31.81,-15,0.80,-4,31.93,-9,28.29,32,55.61,-15,3907.93,-7
107487,31.68, 7,0.70, 9,0.00, 6,28.29, 0,40.43,-5,3882.62,-15
107592,31.28,12,0.73,-24,0.38, 4,28.29, 0,10.00,-24,3856.77,-32
107697,31.48,-2,0.70,-10,0.24, 7,30.24, 0,3982.32, 1,3973.84,53
107801,31.18,-6,0.58, 8,0.12,-33,30.24,-16,3968.23,-4,19.82,-15
107906,31.16,11,0.03,-10,31.07,-21,28.29,32,3977.32,12,3977.74,-87
108011,31.98,23,0.07,15,30.94,10,30.24,-32,84.82,42,3903.90,71
108119,0.27,19,1.14,124,0.65,-12,27.32, 0,191.28,-25,3865.79,18
108225,0.94,-15,1.02,83,0.37,-19,29.27,-16,122.38,-22,3922.32,-183
108330,0.87,754,4.79,-1452,1.87,-694,27.32,16,5.30,65240,106.22,76
108435,31.23,-57,1.04,-129,0.15,-21,29.27,-16,3938.41,-93,3955.67,-74
108539,31.08,-76,0.23, 7,1.01,-35,27.32,48,3948.60,59,3881.65,21
108644,31.52,20,0.49,-18,0.64, 7,29.27,-16,3910.85,-11,3943.29,-2
108748,31.55, 2,0.36,-18,0.74,-19,31.22,-48,0.73,20,26.95,19
108853,31.54,-5,0.31, 1,0.60, 2,29.27,-16,3995.43,-5,45.73,10
108958,31.38,-18,0.34, 7,0.61,27,29.27, 0,5.18,-4,3994.70, 1
109063,31.42,-11,0.34, 9,0.63, 5,30.24,-16,3993.11, 5,3984.27, 8
109168,31.55, 3,0.36, 5,0.60,-32,28.29, 0,46.89,21,52.93,12
109273,31.65,49,0.96,162,0.27,-47,28.29,32,128.54,37,3995.37,-65409
109378,30.85,-48,31.09,89,0.46,-218,28.29, 0,89.70,25,62.93,97
109483,31.65,-13,0.61,23,0.15,-22,31.22,-48,73.05, 8,3940.67,28
109587,31.56,-13,0.88,-21,31.97,-32,29.27,-16,44.94,-23,3982.26,31
109692,31.56,49,0.88,-7,0.06, 3,29.27,-32,30.73,-11,3982.62,-16
109796,31.75,26,1.00,-9,31.97,-7,29.27,-32,11.89,-20,3981.65,22
109901,31.87, 5,1.17, 6,31.93,65,29.27, 0,3946.16,-27,3989.21,11
110006,0.30,17,0.94,-100,0.31,-5,29.27, 0,3909.33, 8,3932.07,-48
110111,0.45,-12,1.33, 1,0.10,59,28.29,16,3960.18,13,96.10,71
110215,0.52,-140,1.08,-48,31.85,-58,28.29,16,42.68,-11,123.78,66
110320,31.84,48,0.04,49,0.50,-5,30.24,-32,33.11,-41,3949.21,-55
110425,0.25, 8,1.18,-28,0.04,-27,28.29, 0,44.45, 8,3965.30,-21
110530,31.69,-57,1.31,37,0.79, 9,28.29, 0,41.46,-38,114.21,33
110635,0.58,39,0.87, 1,31.79,-10,29.27,-16,0.98, 2,17.68,64
110740,0.30,10,0.75,24,31.75,-2,29.27, 0,12.68,-2,87.20,-11
110844,31.70,-60,1.14,-34,31.61,-61,29.27,-32,26.10,25,155.91, 7
