n_samples,min_ax,min_ay,min_az,min_gx,min_gy,min_gz,max_ax,max_ay,max_az,max_gx,max_gy,max_gz,mean_ax,mean_ay,mean_az,mean_gx,mean_gy,mean_gz,std_ax,std_ay,std_az,std_gx,std_gy,std_gz,mag_acc_mean,mag_gyro_mean,timestamp_inicio,timestamp_fim,classe
50,-27368.0,-32768.0,-19584.0,-1088.0,-32768.0,-32768.0,26160.0,13364.0,32767.0,-1008.0,32767.0,32767.0,2403.28,-11536.4,2098.22,-1058.24,91.44,-642.04,10047.008762890575,14667.786554214648,12620.606928812893,15.68,17802.790572446782,19707.474209507418,21053.927836178933,24992.21806870285,2025-11-25T15:29:19.265512,2025-11-25T15:29:21.848272,0
50,-14344.0,-32768.0,-17584.0,-1104.0,-30691.0,-32768.0,32767.0,14244.0,32767.0,-1024.0,28563.0,32767.0,4305.24,-10998.64,1310.86,-1068.48,1666.62,867.7,9701.561298182885,16059.24026317559,12425.365436895609,15.107931691664481,15434.470732603693,20401.159550623586,21620.80336174695,23410.9706989056,2025-11-25T15:29:21.848272,2025-11-25T15:29:24.513578,0
50,-11228.0,-32768.0,-14688.0,-1136.0,-30304.0,-32768.0,24508.0,17072.0,25112.0,-1040.0,32767.0,31842.0,3138.72,-11973.04,1369.84,-1088.0,1342.9,74.88,7712.9116656163,14950.356181656676,9939.136226775443,17.232527382830412,14065.989383260603,15452.14407471015,19650.38895513853,17787.216038994753,2025-11-25T15:29:24.513578,2025-11-25T15:29:27.168485,0
50,516.0,-20156.0,1952.0,-1104.0,-8943.0,-10756.0,13128.0,-8284.0,12812.0,-1024.0,9644.0,10288.0,5834.16,-13693.2,5821.52,-1072.0,-358.5,193.44,2949.7230470673007,2333.421350720868,2328.2814798902646,14.664242223858688,3936.165592299186,5104.343022015664,16489.66929613317,6064.137957329019,2025-11-25T15:29:27.168485,2025-11-25T15:29:29.824780,0
50,-340.0,-19600.0,32.0,-1104.0,-5690.0,-9359.0,8828.0,-11984.0,6496.0,-1024.0,4565.0,23725.0,4013.92,-15876.56,2806.16,-1061.76,-884.14,4719.5,2153.6969131240357,1574.8013736341481,1534.7436966477496,18.593073979307455,2001.2619419756124,9180.482419241376,16818.764598784997,8828.103103287207,2025-11-25T15:29:29.824780,2025-11-25T15:29:32.488453,0
50,-1340.0,-27648.0,-756.0,-1104.0,-13654.0,-24198.0,16364.0,-8696.0,11268.0,-1024.0,11863.0,29513.0,5146.32,-14423.28,5414.88,-1052.8,-1992.52,5937.86,5109.414938875096,4574.209208333174,2813.654141077044,17.527121840165314,4762.427949019281,11916.862191046768,17423.01026009499,11838.793447913502,2025-11-25T15:29:32.488453,2025-11-25T15:29:35.143283,0
50,-7332.0,-32768.0,-8168.0,-1104.0,-8678.0,-32768.0,12816.0,5144.0,11740.0,-1024.0,6882.0,32767.0,4458.72,-15660.4,642.56,-1059.84,-1615.76,1468.22,5199.871779342256,8353.427014106246,4183.162804194932,16.17820756449861,3685.566336724927,12995.950212723963,18032.47331806737,11058.409875988124,2025-11-25T15:29:35.143283,2025-11-25T15:29:37.799406,0
50,-12832.0,-29336.0,-4520.0,-1104.0,-3244.0,-7338.0,14468.0,-5128.0,7496.0,-1040.0,7908.0,29774.0,5300.24,-15244.0,-727.12,-1066.24,1063.64,4901.74,4085.533456282056,7785.768925417708,2525.8484882510274,16.86008303656895,2463.3063695772803,10679.761277875083,16980.70910807333,7756.537623426554,2025-11-25T15:29:37.799406,2025-11-25T15:29:40.459460,0
50,-17912.0,-5892.0,-11168.0,-1088.0,-12227.0,-32768.0,1144.0,16812.0,-456.0,-1040.0,15565.0,16416.0,-4706.96,12007.76,-4112.8,-1066.88,-421.3,505.44,4402.28404790059,6272.018847420662,2276.237738022986,15.819785080714592,7562.100113725022,9424.989553649384,15632.805510468781,9427.684809206226,2025-11-25T15:29:40.459460,2025-11-25T15:29:43.115483,0
50,-17548.0,-28104.0,-10680.0,-1120.0,-8301.0,-32768.0,14652.0,-5264.0,7160.0,-1040.0,8497.0,6229.0,5670.16,-15206.08,-1299.36,-1070.72,-357.48,-5621.12,5457.767761127254,7140.593689154985,3162.1706327141806,18.615090652478703,3004.8565239625004,10255.632576569815,17554.57695941743,7746.758924465037,2025-11-25T15:29:43.115483,2025-11-25T15:29:45.771154,0
50,-20240.0,-29360.0,-11512.0,-1104.0,-15736.0,-32768.0,13556.0,17196.0,9740.0,-1040.0,28185.0,29809.0,-2713.76,-4546.32,-2574.8,-1076.16,912.34,3449.48,8506.556348041198,13885.863040430724,3903.0774524726,16.257133818727088,10383.046977857704,13970.148022465617,17041.325592043213,14951.500775671911,2025-11-25T15:29:45.771154,2025-11-25T15:29:48.448618,0
50,-14664.0,-23344.0,-2612.0,-1120.0,-20829.0,-29255.0,6508.0,-4236.0,17012.0,-1040.0,15995.0,23214.0,-2250.72,-13510.64,6247.36,-1082.24,-2121.4,-4378.72,5178.530227931474,4019.216768277123,5812.461667004781,18.033923588614876,8055.102283646062,12645.16722236602,17144.657245281553,13559.46971456072,2025-11-25T15:29:48.448618,2025-11-25T15:29:51.086924,0
50,-14068.0,-20852.0,-6848.0,-1120.0,-13045.0,-32337.0,4384.0,-10636.0,9524.0,-1056.0,11705.0,26215.0,-4836.4,-15626.24,32.0,-1089.92,-531.14,274.62,5037.99479158127,2585.176841610647,4702.8295142392735,15.226082884314009,8046.189684589843,17408.316969644136,17859.279939975953,17443.024104971802,2025-11-25T15:29:51.086924,2025-11-25T15:29:53.742220,0
50,-12708.0,-18772.0,-4684.0,-1120.0,-8054.0,-25956.0,2704.0,-12640.0,8972.0,-1040.0,9423.0,24085.0,-3607.2,-16186.16,-372.0,-1086.4,31.74,2407.72,4746.634546707804,1688.4530595785006,3410.0750490275136,17.88854381999832,5639.106261846819,16951.121391860775,17648.336831323755,16510.462741564275,2025-11-25T15:29:53.742220,2025-11-25T15:29:56.400618,0
