n_samples,min_ax,min_ay,min_az,min_gx,min_gy,min_gz,max_ax,max_ay,max_az,max_gx,max_gy,max_gz,mean_ax,mean_ay,mean_az,mean_gx,mean_gy,mean_gz,std_ax,std_ay,std_az,std_gx,std_gy,std_gz,mag_acc_mean,mag_gyro_mean,timestamp_inicio,timestamp_fim,classe
50,-19396.0,-32768.0,-32768.0,-1664.0,-32768.0,-32768.0,32767.0,2684.0,32767.0,-1568.0,32767.0,32767.0,5216.3,-14271.36,2162.7,-1615.36,-3656.04,2227.7,11334.49178084311,10175.130068475783,9849.996341623686,21.45670990622747,17714.888726672827,19263.857644044198,20791.05200503697,24015.90182486237,2025-11-25T15:47:54.258029,2025-11-25T15:47:56.912965,0
50,-8480.0,-32324.0,-32768.0,-1680.0,-32768.0,-31506.0,32767.0,9792.0,32767.0,-1584.0,32767.0,32767.0,7093.42,-13368.16,-51.14,-1635.2,-6.5,1681.88,7022.578221963782,7317.97322585974,8594.117769753915,22.4,15978.896822058774,14013.188123535629,18720.21652963984,17478.976165872984,2025-11-25T15:47:56.912965,2025-11-25T15:47:59.573419,0
50,-8796.0,-32768.0,-21988.0,-1680.0,-32768.0,-32768.0,32767.0,1700.0,32767.0,-1584.0,23936.0,32767.0,5143.42,-13912.32,2117.74,-1631.36,-717.48,4029.94,8034.5237670692095,6142.114754512488,7324.6320885352325,19.973742763938862,10408.763757987785,15449.907303812537,17655.81279477868,16204.34809439743,2025-11-25T15:47:59.573419,2025-11-25T15:48:02.228792,0
50,-23612.0,-32768.0,-32768.0,-1680.0,-32768.0,-32768.0,32767.0,-108.0,32767.0,-1616.0,22039.0,32767.0,4595.74,-16607.28,277.42,-1653.44,-3489.12,1787.5,10143.632664504368,7827.588121611919,10021.907910353199,15.215991587799987,18420.4583163829,18475.585380983197,21317.58282119443,24326.064160802205,2025-11-25T15:48:02.228792,2025-11-25T15:48:04.887223,0
50,-22596.0,-32768.0,-25080.0,-1712.0,-32768.0,-32768.0,32767.0,-144.0,19700.0,-1632.0,20601.0,32767.0,6827.98,-14271.6,2221.2,-1674.56,-3852.18,3562.08,9857.25215359737,7567.21443068716,7850.426220276196,16.50716208195703,13211.485034908073,14452.412692474569,19204.861191131735,18517.7680917121,2025-11-25T15:48:04.887223,2025-11-25T15:48:07.547276,0
50,-32768.0,-32768.0,-32768.0,-1712.0,-32768.0,-30859.0,32767.0,2360.0,32767.0,-1648.0,31482.0,29341.0,6248.36,-14903.68,-98.82,-1687.36,-1408.24,-550.74,11211.575086061726,7653.036368501067,11024.713303646495,18.716580884338892,14754.718431146017,15008.23562822759,20941.22418403261,18367.351874737655,2025-11-25T15:48:07.547276,2025-11-25T15:48:10.206285,0
50,-3984.0,-22228.0,-8828.0,-1728.0,-7575.0,-28108.0,10552.0,-4020.0,8256.0,-1648.0,13064.0,16565.0,2694.64,-15389.2,527.52,-1681.6,1439.18,676.72,3512.157409684253,3447.589975620651,3707.2402794531677,21.762352813976708,4264.692039010554,10563.715702422136,16616.654064905855,10020.137212894906,2025-11-25T15:48:10.206285,2025-11-25T15:48:12.860121,0
50,-9372.0,-32768.0,-11732.0,-1712.0,-22787.0,-25424.0,32767.0,9436.0,21864.0,-1632.0,11624.0,32767.0,6849.58,-8758.48,5753.12,-1681.92,-3939.36,798.38,7806.899558954246,11356.37443243221,8571.974093847928,18.282056777069695,8028.964692312453,12912.783532437923,17787.43029074788,13787.811499540852,2025-11-25T15:48:12.860121,2025-11-25T15:48:15.527505,0
50,-13880.0,-32768.0,-15472.0,-1728.0,-26636.0,-32768.0,19420.0,1280.0,7720.0,-1648.0,11936.0,32767.0,-1729.68,-15168.96,-4677.52,-1684.16,-7179.24,-5569.22,7415.642584267394,7695.255330292816,4277.291022317747,19.414798479510416,9513.15320292909,21340.46155666742,18240.538237470275,22948.2962529249,2025-11-25T15:48:15.527505,2025-11-25T15:48:18.181108,0
50,-8084.0,-20984.0,-6088.0,-1712.0,-10574.0,-30445.0,2516.0,-8752.0,8560.0,-1632.0,8534.0,5000.0,-1705.92,-15422.56,4946.32,-1672.32,-821.22,-2717.58,2014.2740611942556,2280.141856639626,2650.7522965377207,18.169689045220338,3545.8117902110935,6667.473431788087,16653.03399419245,5252.49852046494,2025-11-25T15:48:18.181108,2025-11-25T15:48:20.837629,0
